rxcui,who_check,who_note
748641,UNCONFIRMED,"no WHO snapshot for these L4s"
308841,GAP,"resolver status L4_ONLY"
749157,UNCONFIRMED,"no WHO snapshot for these L4s"
866157,GAP,"resolver status RETIRED_NO_REMAP"
979365,GAP,"resolver status RETIRED_NO_REMAP"
753549,UNCONFIRMED,"no WHO snapshot for these L4s"
900621,GAP,"resolver status RETIRED_NO_REMAP"
823881,GAP,"resolver status L4_ONLY"
2184177,UNCONFIRMED,"no WHO snapshot for these L4s"
1658313,UNCONFIRMED,"no WHO snapshot for these L4s"
998673,UNCONFIRMED,"no WHO snapshot for these L4s"
211893,UNCONFIRMED,"no WHO snapshot for these L4s"
1094481,UNCONFIRMED,"no WHO snapshot for these L4s"
1000497,GAP,"resolver status L4_ONLY"
859941,UNCONFIRMED,"no WHO snapshot for these L4s"
1744041,GAP,"no L5 codes"
1234941,UNCONFIRMED,"no WHO snapshot for these L4s"
1541781,GAP,"resolver status RETIRED_NO_REMAP"
1251813,GAP,"resolver status RETIRED_NO_REMAP"
1422081,UNCONFIRMED,"no WHO snapshot for these L4s"
1486665,UNCONFIRMED,"no WHO snapshot for these L4s"
1534833,GAP,"no L5 codes"
1859373,GAP,"no L5 codes"
1869381,GAP,"no L5 codes"
1545669,UNCONFIRMED,"no WHO snapshot for these L4s"
1302633,GAP,"resolver status L4_ONLY"
1490493,GAP,"resolver status RETIRED_NO_REMAP"
644097,GAP,"resolver status RETIRED_NO_REMAP"
730869,CONFIRMED,"L4 in WHO snapshot"
204969,UNCONFIRMED,"no WHO snapshot for these L4s"
805017,UNCONFIRMED,"no WHO snapshot for these L4s"
213561,UNCONFIRMED,"no WHO snapshot for these L4s"
2168517,UNCONFIRMED,"no WHO snapshot for these L4s"
2173857,UNCONFIRMED,"no WHO snapshot for these L4s"
1000929,UNCONFIRMED,"no WHO snapshot for these L4s"
1037205,UNCONFIRMED,"no WHO snapshot for these L4s"
1052709,GAP,"resolver status RETIRED_NO_REMAP"
1011705,UNCONFIRMED,"no WHO snapshot for these L4s"
312453,GAP,"resolver status RETIRED_NO_REMAP"
1999389,UNCONFIRMED,"no WHO snapshot for these L4s"
210177,GAP,"resolver status L4_ONLY"
1111197,UNCONFIRMED,"no WHO snapshot for these L4s"
261177,UNCONFIRMED,"no WHO snapshot for these L4s"
1193337,UNCONFIRMED,"no WHO snapshot for these L4s"
1043673,GAP,"resolver status RETIRED_NO_REMAP"
857529,UNCONFIRMED,"no WHO snapshot for these L4s"
261093,GAP,"resolver status RETIRED_NO_REMAP"
1658157,GAP,"no L5 codes"
1809477,GAP,"no L5 codes"
1810869,UNCONFIRMED,"no WHO snapshot for these L4s"
1861581,UNCONFIRMED,"no WHO snapshot for these L4s"
1234953,UNCONFIRMED,"no WHO snapshot for these L4s"
1293729,GAP,"resolver status L4_ONLY"
1307253,GAP,"resolver status L4_ONLY"
1307265,GAP,"resolver status RETIRED_NO_REMAP"
1313925,GAP,"resolver status L4_ONLY"
1299969,UNCONFIRMED,"no WHO snapshot for these L4s"
1307073,UNCONFIRMED,"no WHO snapshot for these L4s"
1488333,UNCONFIRMED,"no WHO snapshot for these L4s"
1372905,GAP,"resolver status L4_ONLY"
688701,UNCONFIRMED,"no WHO snapshot for these L4s"
876861,GAP,"resolver status L4_ONLY"
645669,UNCONFIRMED,"no WHO snapshot for these L4s"
198405,UNCONFIRMED,"no WHO snapshot for these L4s"
1994337,GAP,"resolver status L4_ONLY"
995073,GAP,"resolver status L4_ONLY"
313005,UNCONFIRMED,"no WHO snapshot for these L4s"
206445,UNCONFIRMED,"no WHO snapshot for these L4s"
723801,UNCONFIRMED,"no WHO snapshot for these L4s"
748869,UNCONFIRMED,"no WHO snapshot for these L4s"
205281,UNCONFIRMED,"no WHO snapshot for these L4s"
313629,CONFIRMED,"L4 in WHO snapshot"
208305,UNCONFIRMED,"no WHO snapshot for these L4s"
859029,UNCONFIRMED,"no WHO snapshot for these L4s"
1659993,GAP,"resolver status RETIRED_NO_REMAP"
1045341,GAP,"resolver status RETIRED_NO_REMAP"
1102185,UNCONFIRMED,"no WHO snapshot for these L4s"
1234569,UNCONFIRMED,"no WHO snapshot for these L4s"
541365,GAP,"resolver status L4_ONLY"
1233297,UNCONFIRMED,"no WHO snapshot for these L4s"
352077,UNCONFIRMED,"no WHO snapshot for these L4s"
1721685,GAP,"no L5 codes"
1537029,GAP,"resolver status L4_ONLY"
581757,UNCONFIRMED,"no WHO snapshot for these L4s"
1375125,UNCONFIRMED,"no WHO snapshot for these L4s"
1597581,GAP,"resolver status L4_ONLY"
1536921,GAP,"resolver status RETIRED_NO_REMAP"
617973,UNCONFIRMED,"no WHO snapshot for these L4s"
892833,UNCONFIRMED,"no WHO snapshot for these L4s"
861789,UNCONFIRMED,"no WHO snapshot for these L4s"
205173,GAP,"no L5 codes"
1088805,UNCONFIRMED,"no WHO snapshot for these L4s"
864681,UNCONFIRMED,"no WHO snapshot for these L4s"
753477,UNCONFIRMED,"no WHO snapshot for these L4s"
351177,GAP,"no L5 codes"
798417,GAP,"resolver status RETIRED_NO_REMAP"
310905,UNCONFIRMED,"no WHO snapshot for these L4s"
904665,UNCONFIRMED,"no WHO snapshot for these L4s"
308589,GAP,"resolver status L4_ONLY"
1089741,UNCONFIRMED,"no WHO snapshot for these L4s"
198633,UNCONFIRMED,"no WHO snapshot for these L4s"
824889,UNCONFIRMED,"no WHO snapshot for these L4s"
847785,GAP,"resolver status L4_ONLY"
857121,GAP,"resolver status L4_ONLY"
211101,UNCONFIRMED,"no WHO snapshot for these L4s"
476673,UNCONFIRMED,"no WHO snapshot for these L4s"
1085985,UNCONFIRMED,"no WHO snapshot for these L4s"
244509,UNCONFIRMED,"no WHO snapshot for these L4s"
1012233,GAP,"resolver status L4_ONLY"
211233,UNCONFIRMED,"no WHO snapshot for these L4s"
543801,UNCONFIRMED,"no WHO snapshot for these L4s"
1114365,GAP,"resolver status RETIRED_NO_REMAP"
1043205,UNCONFIRMED,"no WHO snapshot for these L4s"
317805,GAP,"resolver status RETIRED_NO_REMAP"
847749,CONFIRMED,"L4 in WHO snapshot"
209253,GAP,"resolver status L4_ONLY"
1359105,GAP,"resolver status L4_ONLY"
1432125,UNCONFIRMED,"no WHO snapshot for these L4s"
1534809,UNCONFIRMED,"no WHO snapshot for these L4s"
1299669,UNCONFIRMED,"no WHO snapshot for these L4s"
1483329,GAP,"resolver status L4_ONLY"
1595457,GAP,"resolver status L4_ONLY"
707793,UNCONFIRMED,"no WHO snapshot for these L4s"
885717,GAP,"resolver status RETIRED_NO_REMAP"
308649,UNCONFIRMED,"no WHO snapshot for these L4s"
877425,UNCONFIRMED,"no WHO snapshot for these L4s"
308409,UNCONFIRMED,"no WHO snapshot for these L4s"
1090917,GAP,"resolver status RETIRED_NO_REMAP"
209301,UNCONFIRMED,"no WHO snapshot for these L4s"
1010769,UNCONFIRMED,"no WHO snapshot for these L4s"
1053177,UNCONFIRMED,"no WHO snapshot for these L4s"
2167161,GAP,"no L5 codes"
1092093,UNCONFIRMED,"no WHO snapshot for these L4s"
1111065,GAP,"resolver status L4_ONLY"
994809,CONFIRMED,"L4 in WHO snapshot"
860433,UNCONFIRMED,"no WHO snapshot for these L4s"
1745001,UNCONFIRMED,"no WHO snapshot for these L4s"
1039149,GAP,"no L5 codes"
283641,GAP,"resolver status L4_ONLY"
1803669,GAP,"resolver status L4_ONLY"
1235157,CONFIRMED,"L4 in WHO snapshot"
197961,GAP,"resolver status L4_ONLY"
1298433,GAP,"resolver status L4_ONLY"
1362069,UNCONFIRMED,"no WHO snapshot for these L4s"
1370097,UNCONFIRMED,"no WHO snapshot for these L4s"
1367205,GAP,"resolver status L4_ONLY"
1999989,UNCONFIRMED,"no WHO snapshot for these L4s"
1989117,UNCONFIRMED,"no WHO snapshot for these L4s"
204501,GAP,"resolver status L4_ONLY"
895893,UNCONFIRMED,"no WHO snapshot for these L4s"
308709,UNCONFIRMED,"no WHO snapshot for these L4s"
312981,UNCONFIRMED,"no WHO snapshot for these L4s"
309597,UNCONFIRMED,"no WHO snapshot for these L4s"
885585,UNCONFIRMED,"no WHO snapshot for these L4s"
1090041,UNCONFIRMED,"no WHO snapshot for these L4s"
995493,UNCONFIRMED,"no WHO snapshot for these L4s"
238581,GAP,"resolver status L4_ONLY"
1049181,GAP,"resolver status RETIRED_NO_REMAP"
857457,GAP,"resolver status L4_ONLY"
210297,GAP,"resolver status RETIRED_NO_REMAP"
998721,UNCONFIRMED,"no WHO snapshot for these L4s"
205257,UNCONFIRMED,"no WHO snapshot for these L4s"
206781,GAP,"resolver status RETIRED_NO_REMAP"
832917,UNCONFIRMED,"no WHO snapshot for these L4s"
207249,UNCONFIRMED,"no WHO snapshot for these L4s"
103161,UNCONFIRMED,"no WHO snapshot for these L4s"
1042821,UNCONFIRMED,"no WHO snapshot for these L4s"
1720773,GAP,"no L5 codes"
105225,UNCONFIRMED,"no WHO snapshot for these L4s"
1053597,GAP,"resolver status RETIRED_NO_REMAP"
307749,UNCONFIRMED,"no WHO snapshot for these L4s"
198249,UNCONFIRMED,"no WHO snapshot for these L4s"
1720617,GAP,"resolver status L4_ONLY"
1797849,GAP,"resolver status L4_ONLY"
1292313,GAP,"resolver status L4_ONLY"
1435089,GAP,"resolver status RETIRED_NO_REMAP"
1742037,GAP,"resolver status L4_ONLY"
1549533,UNCONFIRMED,"no WHO snapshot for these L4s"
861381,UNCONFIRMED,"no WHO snapshot for these L4s"
204525,UNCONFIRMED,"no WHO snapshot for these L4s"
731577,UNCONFIRMED,"no WHO snapshot for these L4s"
629697,UNCONFIRMED,"no WHO snapshot for these L4s"
831117,UNCONFIRMED,"no WHO snapshot for these L4s"
310641,GAP,"resolver status RETIRED_NO_REMAP"
351957,UNCONFIRMED,"no WHO snapshot for these L4s"
210117,UNCONFIRMED,"no WHO snapshot for these L4s"
2101281,GAP,"resolver status L4_ONLY"
1101849,UNCONFIRMED,"no WHO snapshot for these L4s"
1000137,UNCONFIRMED,"no WHO snapshot for these L4s"
1014573,GAP,"resolver status L4_ONLY"
1053705,UNCONFIRMED,"no WHO snapshot for these L4s"
1047945,UNCONFIRMED,"no WHO snapshot for these L4s"
1010673,UNCONFIRMED,"no WHO snapshot for these L4s"
208221,UNCONFIRMED,"no WHO snapshot for these L4s"
212841,UNCONFIRMED,"no WHO snapshot for these L4s"
1092633,UNCONFIRMED,"no WHO snapshot for these L4s"
207933,UNCONFIRMED,"no WHO snapshot for these L4s"
856797,CONFIRMED,"L4 in WHO snapshot"
1099869,UNCONFIRMED,"no WHO snapshot for these L4s"
1743369,GAP,"resolver status L4_ONLY"
1046961,UNCONFIRMED,"no WHO snapshot for these L4s"
245613,GAP,"resolver status L4_ONLY"
2052609,UNCONFIRMED,"no WHO snapshot for these L4s"
1046769,GAP,"resolver status RETIRED_NO_REMAP"
1052637,GAP,"resolver status L4_ONLY"
1432785,UNCONFIRMED,"no WHO snapshot for these L4s"
1857717,UNCONFIRMED,"no WHO snapshot for these L4s"
1297641,UNCONFIRMED,"no WHO snapshot for these L4s"
1366149,GAP,"resolver status L4_ONLY"
1539189,GAP,"resolver status RETIRED_NO_REMAP"
731541,UNCONFIRMED,"no WHO snapshot for these L4s"
800241,GAP,"resolver status L4_ONLY"
198741,UNCONFIRMED,"no WHO snapshot for these L4s"
997557,UNCONFIRMED,"no WHO snapshot for these L4s"
199161,GAP,"no L5 codes"
308745,UNCONFIRMED,"no WHO snapshot for these L4s"
637197,UNCONFIRMED,"no WHO snapshot for these L4s"
308793,UNCONFIRMED,"no WHO snapshot for these L4s"
1090641,UNCONFIRMED,"no WHO snapshot for these L4s"
2050977,UNCONFIRMED,"no WHO snapshot for these L4s"
876417,UNCONFIRMED,"no WHO snapshot for these L4s"
206853,UNCONFIRMED,"no WHO snapshot for these L4s"
314973,UNCONFIRMED,"no WHO snapshot for these L4s"
828585,GAP,"resolver status L4_ONLY"
214041,UNCONFIRMED,"no WHO snapshot for these L4s"
2168601,CONFIRMED,"L4 in WHO snapshot"
1192857,UNCONFIRMED,"no WHO snapshot for these L4s"
1193349,UNCONFIRMED,"no WHO snapshot for these L4s"
477585,GAP,"resolver status L4_ONLY"
616845,GAP,"resolver status L4_ONLY"
1000989,UNCONFIRMED,"no WHO snapshot for these L4s"
1044345,UNCONFIRMED,"no WHO snapshot for these L4s"
213909,GAP,"resolver status RETIRED_NO_REMAP"
859317,CONFIRMED,"L4 in WHO snapshot"
1046781,GAP,"resolver status L4_ONLY"
1046817,UNCONFIRMED,"no WHO snapshot for these L4s"
1085121,UNCONFIRMED,"no WHO snapshot for these L4s"
284481,UNCONFIRMED,"no WHO snapshot for these L4s"
1006689,UNCONFIRMED,"no WHO snapshot for these L4s"
1804185,GAP,"resolver status L4_ONLY"
1245729,GAP,"resolver status RETIRED_NO_REMAP"
1299141,UNCONFIRMED,"no WHO snapshot for these L4s"
152997,UNCONFIRMED,"no WHO snapshot for these L4s"
1361205,GAP,"resolver status L4_ONLY"
1361577,UNCONFIRMED,"no WHO snapshot for these L4s"
1363749,UNCONFIRMED,"no WHO snapshot for these L4s"
1488045,UNCONFIRMED,"no WHO snapshot for these L4s"
1809513,GAP,"no L5 codes"
1298073,UNCONFIRMED,"no WHO snapshot for these L4s"
1421637,UNCONFIRMED,"no WHO snapshot for these L4s"
1087365,GAP,"resolver status L4_ONLY"
755973,GAP,"resolver status RETIRED_NO_REMAP"
358917,GAP,"resolver status L4_ONLY"
311877,UNCONFIRMED,"no WHO snapshot for these L4s"
1089057,GAP,"resolver status L4_ONLY"
211053,UNCONFIRMED,"no WHO snapshot for these L4s"
1116081,UNCONFIRMED,"no WHO snapshot for these L4s"
1095225,UNCONFIRMED,"no WHO snapshot for these L4s"
1101741,UNCONFIRMED,"no WHO snapshot for these L4s"
806637,GAP,"no L5 codes"
1006725,UNCONFIRMED,"no WHO snapshot for these L4s"
1012461,GAP,"resolver status L4_ONLY"
994005,UNCONFIRMED,"no WHO snapshot for these L4s"
1045353,GAP,"resolver status RETIRED_NO_REMAP"
1006641,GAP,"resolver status L4_ONLY"
1245981,GAP,"resolver status RETIRED_NO_REMAP"
1366653,GAP,"resolver status RETIRED_NO_REMAP"
198021,UNCONFIRMED,"no WHO snapshot for these L4s"
1441185,UNCONFIRMED,"no WHO snapshot for these L4s"
1649517,GAP,"resolver status RETIRED_NO_REMAP"
1809501,GAP,"no L5 codes"
1426293,UNCONFIRMED,"no WHO snapshot for these L4s"
1491657,GAP,"resolver status RETIRED_NO_REMAP"
1597269,UNCONFIRMED,"no WHO snapshot for these L4s"
1742229,GAP,"resolver status RETIRED_NO_REMAP"
1733853,GAP,"resolver status RETIRED_NO_REMAP"
800061,GAP,"resolver status L4_ONLY"
798429,GAP,"no L5 codes"
309141,CONFIRMED,"L4 in WHO snapshot"
728481,UNCONFIRMED,"no WHO snapshot for these L4s"
198297,UNCONFIRMED,"no WHO snapshot for these L4s"
730905,UNCONFIRMED,"no WHO snapshot for these L4s"
204801,UNCONFIRMED,"no WHO snapshot for these L4s"
206109,UNCONFIRMED,"no WHO snapshot for these L4s"
210141,GAP,"no L5 codes"
2121105,GAP,"resolver status L4_ONLY"
1148253,GAP,"resolver status RETIRED_NO_REMAP"
859137,UNCONFIRMED,"no WHO snapshot for these L4s"
1005789,UNCONFIRMED,"no WHO snapshot for these L4s"
1086453,UNCONFIRMED,"no WHO snapshot for these L4s"
1722333,GAP,"resolver status RETIRED_NO_REMAP"
1091325,GAP,"resolver status L4_ONLY"
2196297,GAP,"no L5 codes"
1101729,GAP,"no L5 codes"
210753,UNCONFIRMED,"no WHO snapshot for these L4s"
259029,GAP,"resolver status L4_ONLY"
581901,UNCONFIRMED,"no WHO snapshot for these L4s"
1086309,GAP,"resolver status L4_ONLY"
244557,UNCONFIRMED,"no WHO snapshot for these L4s"
312885,GAP,"resolver status L4_ONLY"
857685,UNCONFIRMED,"no WHO snapshot for these L4s"
1189629,GAP,"resolver status L4_ONLY"
2186001,GAP,"resolver status L4_ONLY"
1793145,GAP,"resolver status L4_ONLY"
1796673,GAP,"resolver status RETIRED_NO_REMAP"
1299873,UNCONFIRMED,"no WHO snapshot for these L4s"
1303797,GAP,"resolver status L4_ONLY"
1299021,GAP,"resolver status L4_ONLY"
1300293,UNCONFIRMED,"no WHO snapshot for these L4s"
1302801,GAP,"resolver status RETIRED_NO_REMAP"
1370433,GAP,"resolver status RETIRED_NO_REMAP"
1442145,UNCONFIRMED,"no WHO snapshot for these L4s"
1595997,UNCONFIRMED,"no WHO snapshot for these L4s"
1944945,GAP,"resolver status RETIRED_NO_REMAP"
1297389,GAP,"resolver status L4_ONLY"
1297965,UNCONFIRMED,"no WHO snapshot for these L4s"
1539441,GAP,"resolver status L4_ONLY"
617325,GAP,"no L5 codes"
761361,UNCONFIRMED,"no WHO snapshot for these L4s"
998493,UNCONFIRMED,"no WHO snapshot for these L4s"
312609,UNCONFIRMED,"no WHO snapshot for these L4s"
999789,GAP,"resolver status L4_ONLY"
636141,CONFIRMED,"L4 in WHO snapshot"
991233,UNCONFIRMED,"no WHO snapshot for these L4s"
756237,UNCONFIRMED,"no WHO snapshot for these L4s"
992457,UNCONFIRMED,"no WHO snapshot for these L4s"
308985,UNCONFIRMED,"no WHO snapshot for these L4s"
809313,GAP,"resolver status RETIRED_NO_REMAP"
990993,UNCONFIRMED,"no WHO snapshot for these L4s"
701625,GAP,"resolver status RETIRED_NO_REMAP"
901857,UNCONFIRMED,"no WHO snapshot for these L4s"
312189,UNCONFIRMED,"no WHO snapshot for these L4s"
309477,UNCONFIRMED,"no WHO snapshot for these L4s"
203457,UNCONFIRMED,"no WHO snapshot for these L4s"
2047185,UNCONFIRMED,"no WHO snapshot for these L4s"
2054157,UNCONFIRMED,"no WHO snapshot for these L4s"
206349,UNCONFIRMED,"no WHO snapshot for these L4s"
1189269,UNCONFIRMED,"no WHO snapshot for these L4s"
1189281,UNCONFIRMED,"no WHO snapshot for these L4s"
476553,GAP,"resolver status L4_ONLY"
543549,UNCONFIRMED,"no WHO snapshot for these L4s"
545229,UNCONFIRMED,"no WHO snapshot for these L4s"
1012221,GAP,"resolver status L4_ONLY"
1053741,GAP,"resolver status L4_ONLY"
847617,GAP,"resolver status L4_ONLY"
205809,UNCONFIRMED,"no WHO snapshot for these L4s"
1047873,UNCONFIRMED,"no WHO snapshot for these L4s"
1115013,UNCONFIRMED,"no WHO snapshot for these L4s"
579177,GAP,"resolver status RETIRED_NO_REMAP"
1654725,UNCONFIRMED,"no WHO snapshot for these L4s"
1356789,GAP,"resolver status L4_ONLY"
1484793,GAP,"resolver status RETIRED_NO_REMAP"
1487109,GAP,"resolver status L4_ONLY"
1599273,UNCONFIRMED,"no WHO snapshot for these L4s"
1650201,UNCONFIRMED,"no WHO snapshot for these L4s"
1427301,UNCONFIRMED,"no WHO snapshot for these L4s"
1372545,UNCONFIRMED,"no WHO snapshot for these L4s"
1429353,GAP,"resolver status RETIRED_NO_REMAP"
1545801,UNCONFIRMED,"no WHO snapshot for these L4s"
1537761,GAP,"resolver status RETIRED_NO_REMAP"
731097,GAP,"resolver status RETIRED_NO_REMAP"
2049513,UNCONFIRMED,"no WHO snapshot for these L4s"
993837,CONFIRMED,"L4 in WHO snapshot"
204765,GAP,"resolver status RETIRED_NO_REMAP"
637077,UNCONFIRMED,"no WHO snapshot for these L4s"
861489,UNCONFIRMED,"no WHO snapshot for these L4s"
309237,GAP,"resolver status RETIRED_NO_REMAP"
206517,UNCONFIRMED,"no WHO snapshot for these L4s"
310665,UNCONFIRMED,"no WHO snapshot for these L4s"
205833,UNCONFIRMED,"no WHO snapshot for these L4s"
996525,UNCONFIRMED,"no WHO snapshot for these L4s"
1088217,GAP,"resolver status L4_ONLY"
313137,CONFIRMED,"L4 in WHO snapshot"
313941,UNCONFIRMED,"no WHO snapshot for these L4s"
836397,CONFIRMED,"L4 in WHO snapshot"
1011825,UNCONFIRMED,"no WHO snapshot for these L4s"
1010745,GAP,"resolver status L4_ONLY"
1085805,UNCONFIRMED,"no WHO snapshot for these L4s"
240093,GAP,"resolver status L4_ONLY"
249465,GAP,"resolver status L4_ONLY"
806013,UNCONFIRMED,"no WHO snapshot for these L4s"
807213,UNCONFIRMED,"no WHO snapshot for these L4s"
347697,GAP,"resolver status L4_ONLY"
1086249,UNCONFIRMED,"no WHO snapshot for these L4s"
1661325,GAP,"resolver status RETIRED_NO_REMAP"
1000905,UNCONFIRMED,"no WHO snapshot for these L4s"
259533,UNCONFIRMED,"no WHO snapshot for these L4s"
1790877,GAP,"resolver status L4_ONLY"
1248057,GAP,"resolver status L4_ONLY"
1372449,UNCONFIRMED,"no WHO snapshot for these L4s"
1542981,CONFIRMED,"L4 in WHO snapshot"
1312713,UNCONFIRMED,"no WHO snapshot for these L4s"
1356345,GAP,"resolver status L4_ONLY"
687045,GAP,"resolver status L4_ONLY"
861153,GAP,"resolver status RETIRED_NO_REMAP"
797277,UNCONFIRMED,"no WHO snapshot for these L4s"
207141,UNCONFIRMED,"no WHO snapshot for these L4s"
863841,GAP,"resolver status L4_ONLY"
801417,GAP,"resolver status L4_ONLY"
748977,UNCONFIRMED,"no WHO snapshot for these L4s"
754869,UNCONFIRMED,"no WHO snapshot for these L4s"
827757,GAP,"resolver status L4_ONLY"
211641,UNCONFIRMED,"no WHO snapshot for these L4s"
1190817,UNCONFIRMED,"no WHO snapshot for these L4s"
616785,UNCONFIRMED,"no WHO snapshot for these L4s"
1046529,UNCONFIRMED,"no WHO snapshot for these L4s"
1049253,CONFIRMED,"L4 in WHO snapshot"
1050789,UNCONFIRMED,"no WHO snapshot for these L4s"
2166129,GAP,"resolver status L4_ONLY"
209769,UNCONFIRMED,"no WHO snapshot for these L4s"
1011093,UNCONFIRMED,"no WHO snapshot for these L4s"
1737345,UNCONFIRMED,"no WHO snapshot for these L4s"
211809,UNCONFIRMED,"no WHO snapshot for these L4s"
562521,UNCONFIRMED,"no WHO snapshot for these L4s"
1363509,UNCONFIRMED,"no WHO snapshot for these L4s"
1549317,UNCONFIRMED,"no WHO snapshot for these L4s"
1247445,GAP,"resolver status L4_ONLY"
1249797,GAP,"resolver status RETIRED_NO_REMAP"
1536477,GAP,"resolver status L4_ONLY"
1545789,UNCONFIRMED,"no WHO snapshot for these L4s"
1362057,GAP,"resolver status RETIRED_NO_REMAP"
1806921,GAP,"resolver status L4_ONLY"
899217,UNCONFIRMED,"no WHO snapshot for these L4s"
978033,UNCONFIRMED,"no WHO snapshot for these L4s"
310857,UNCONFIRMED,"no WHO snapshot for these L4s"
311193,UNCONFIRMED,"no WHO snapshot for these L4s"
896193,UNCONFIRMED,"no WHO snapshot for these L4s"
1088253,UNCONFIRMED,"no WHO snapshot for these L4s"
352233,GAP,"resolver status RETIRED_NO_REMAP"
315045,UNCONFIRMED,"no WHO snapshot for these L4s"
1043757,UNCONFIRMED,"no WHO snapshot for these L4s"
1049709,CONFIRMED,"L4 in WHO snapshot"
262221,UNCONFIRMED,"no WHO snapshot for these L4s"
1988409,GAP,"resolver status L4_ONLY"
999717,GAP,"resolver status L4_ONLY"
808005,GAP,"resolver status RETIRED_NO_REMAP"
402705,GAP,"resolver status RETIRED_NO_REMAP"
210273,GAP,"no L5 codes"
1092189,GAP,"resolver status L4_ONLY"
860085,UNCONFIRMED,"no WHO snapshot for these L4s"
1012413,GAP,"resolver status L4_ONLY"
1006701,UNCONFIRMED,"no WHO snapshot for these L4s"
1250637,UNCONFIRMED,"no WHO snapshot for these L4s"
1361217,GAP,"resolver status L4_ONLY"
1373217,UNCONFIRMED,"no WHO snapshot for these L4s"
1941489,UNCONFIRMED,"no WHO snapshot for these L4s"
1249617,GAP,"resolver status L4_ONLY"
1299861,UNCONFIRMED,"no WHO snapshot for these L4s"
1604325,UNCONFIRMED,"no WHO snapshot for these L4s"
1923429,UNCONFIRMED,"no WHO snapshot for these L4s"
701913,GAP,"resolver status L4_ONLY"
643125,UNCONFIRMED,"no WHO snapshot for these L4s"
749565,UNCONFIRMED,"no WHO snapshot for these L4s"
759717,UNCONFIRMED,"no WHO snapshot for these L4s"
901821,GAP,"resolver status L4_ONLY"
861765,UNCONFIRMED,"no WHO snapshot for these L4s"
1996965,UNCONFIRMED,"no WHO snapshot for these L4s"
206793,UNCONFIRMED,"no WHO snapshot for these L4s"
359277,UNCONFIRMED,"no WHO snapshot for these L4s"
857001,CONFIRMED,"L4 in WHO snapshot"
213525,UNCONFIRMED,"no WHO snapshot for these L4s"
2179641,GAP,"no L5 codes"
1148121,CONFIRMED,"L4 in WHO snapshot"
859761,UNCONFIRMED,"no WHO snapshot for these L4s"
1012953,UNCONFIRMED,"no WHO snapshot for these L4s"
211269,UNCONFIRMED,"no WHO snapshot for these L4s"
616917,UNCONFIRMED,"no WHO snapshot for these L4s"
1020477,UNCONFIRMED,"no WHO snapshot for these L4s"
1050093,GAP,"resolver status RETIRED_NO_REMAP"
307677,CONFIRMED,"L4 in WHO snapshot"
1053405,GAP,"resolver status RETIRED_NO_REMAP"
1041849,UNCONFIRMED,"no WHO snapshot for these L4s"
1741377,GAP,"no L5 codes"
1090053,UNCONFIRMED,"no WHO snapshot for these L4s"
1235049,GAP,"resolver status L4_ONLY"
606765,GAP,"resolver status RETIRED_NO_REMAP"
1741569,GAP,"resolver status L4_ONLY"
1049241,CONFIRMED,"L4 in WHO snapshot"
1541109,UNCONFIRMED,"no WHO snapshot for these L4s"
1244721,UNCONFIRMED,"no WHO snapshot for these L4s"
1946481,GAP,"resolver status L4_ONLY"
1946577,GAP,"resolver status L4_ONLY"
1250169,UNCONFIRMED,"no WHO snapshot for these L4s"
1436949,GAP,"resolver status L4_ONLY"
1593609,UNCONFIRMED,"no WHO snapshot for these L4s"
1606353,GAP,"resolver status L4_ONLY"
197877,GAP,"resolver status L4_ONLY"
1598073,UNCONFIRMED,"no WHO snapshot for these L4s"
1242561,CONFIRMED,"L4 in WHO snapshot"
761649,UNCONFIRMED,"no WHO snapshot for these L4s"
745533,UNCONFIRMED,"no WHO snapshot for these L4s"
993945,CONFIRMED,"L4 in WHO snapshot"
762813,UNCONFIRMED,"no WHO snapshot for these L4s"
646041,UNCONFIRMED,"no WHO snapshot for these L4s"
761973,UNCONFIRMED,"no WHO snapshot for these L4s"
863829,GAP,"resolver status L4_ONLY"
311949,UNCONFIRMED,"no WHO snapshot for these L4s"
1089069,GAP,"no L5 codes"
309561,UNCONFIRMED,"no WHO snapshot for these L4s"
359541,GAP,"resolver status L4_ONLY"
801177,GAP,"resolver status L4_ONLY"
208677,UNCONFIRMED,"no WHO snapshot for these L4s"
543789,GAP,"resolver status L4_ONLY"
1011849,UNCONFIRMED,"no WHO snapshot for these L4s"
542169,GAP,"resolver status L4_ONLY"
1001409,GAP,"resolver status L4_ONLY"
1734033,UNCONFIRMED,"no WHO snapshot for these L4s"
1000941,UNCONFIRMED,"no WHO snapshot for these L4s"
210777,UNCONFIRMED,"no WHO snapshot for these L4s"
860145,UNCONFIRMED,"no WHO snapshot for these L4s"
1656333,UNCONFIRMED,"no WHO snapshot for these L4s"
261021,GAP,"no L5 codes"
1731729,UNCONFIRMED,"no WHO snapshot for these L4s"
1876413,UNCONFIRMED,"no WHO snapshot for these L4s"
1244697,GAP,"resolver status RETIRED_NO_REMAP"
1291101,UNCONFIRMED,"no WHO snapshot for these L4s"
1244529,GAP,"resolver status RETIRED_NO_REMAP"
197805,UNCONFIRMED,"no WHO snapshot for these L4s"
1544973,UNCONFIRMED,"no WHO snapshot for these L4s"
1483629,UNCONFIRMED,"no WHO snapshot for these L4s"
1593765,GAP,"resolver status L4_ONLY"
1251501,GAP,"resolver status L4_ONLY"
1598277,UNCONFIRMED,"no WHO snapshot for these L4s"
