rxcui,drug_name,tty,production,new_final,audit_verdict,audit_recommended
831831,alanine 3.48 MG/ML / arginine 3.56 MG/ML / aspartate 2.45 MG/ML / glucose 250 MG/ML / glutamate 2.58 MG/ML / glycine 1.75 MG/ML / histidine 1.05 MG/ML / isoleucine 2.31 MG/ML / leucine 3.5 MG/ML / lysine 3.68 MG/ML / methionine 0.6 MG/ML / phenylalanine 1.04 MG/ML / proline 2.52 MG/ML / serine 1.86 MG/ML / threonine 1.4 MG/ML / tryptophan 0.7 MG/ML / tyrosine 0.94 MG/ML / valine 1.75 MG/ML Injectable Solution [Aminosyn II 3.5 % in 25 % Dextrose],SBD,B05CX03|B05XB03|N06AX02|V03AB26,A09AB01|B05CX01|B05CX03|B05XB01|B05XB03|N06AX02|V03AB26|V04CA02|V06DC01,,
317564,hydrocortisone 10 MG/ML Topical Spray,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
834150,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Betasept],SBD,A01AB03|D08AC02|R02AA05,D08AC02,,
836395,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,SCD,N02AX02|N02BE01,N02AJ13,,
847621,calcium chloride 0.33 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 8.6 MG/ML Irrigation Solution,SCD,A12CA01|B05BB01|B05CB01|B05XA03|B05XA07|S01XA03,V07AB,,
208588,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [AK-Trol],SBD,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,S01CA01,BOTH_WRONG,S01CA01
2100015,glycerin 144 MG/ML / lidocaine 50 MG/ML / petrolatum 150 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Topical Cream,SCD,A06AX01|D04AB01|N01BB02|R01AA04|R02AD02|S01FB01|S01XA20,D04AB01|N01BB02,,
2120175,lidocaine 50 MG/ML Topical Cream [Lipocaine],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
213663,betamethasone 4 MG/ML Injectable Solution [Adbeon],SBD,D07AC01|H02AB01|S01BA06|S03BA03,A07EA04|C05AA05|H02AB01|R03BA04|S03BA03,,
214038,antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution [A/B Otic],SBD,C05AD03|D04AB04|R02AD01,S02DA03,,
1094891,lidocaine hydrochloride 10 MG/ML / menthol 25 MG/ML / methyl salicylate 45 MG/ML Topical Cream,SCD,D04AB01|N01BB02|R02AD02,C05AD01|D04AB01|N01BB02,,
1111697,carbinoxamine maleate 8 MG / methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet,SCD,R01BA02|R06AA08,A03BB03|R01BA02|R06AA08,,
1114105,Benzalkonium Chloride 1.3 MG/ML Topical Foam [Neosporin Wound Cleanser],SBD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D08AJ08,,
1116976,capsaicin 0.375 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Dendracin Neurodendraxcin],SBD,N01BX04,M02AC|N01BX04,,
1146022,sodium chloride 20 MG/ML Nasal Spray,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,,
1148595,antipyrine 55 MG/ML / benzocaine 14 MG/ML Otic Solution,SCD,C05AD03|D04AB04|R02AD01,S02DA03,,
1147533,sodium chloride 6.9 MG/ML Nasal Spray [Mycinaire],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,,
1190744,atropine sulfate 0.0388 MG/ML / phenobarbital 3.2 MG/ML Oral Solution [Antrocol],SBD,N03AA02,A03BA01|N03AA02,,
1234338,hydrocortisone acetate 0.025 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment [Pramosone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,,
1234514,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Pramosone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,,
545144,acetic acid 20 MG/ML Otic Solution [Borofair],SBD,G01AD02|S02AA10,S02AA10,,
577215,dimethicone 60 MG/ML Topical Cream,SCD,P03AX05,D02AA,,
582819,benzocaine 50 MG/ML / menthol 10 MG/ML Topical Solution,SCD,C05AD03|D04AB04|R02AD01,D04AB04,,
857752,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Enditussin-HD],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
857841,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Endal-HD],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
859174,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1.2 MG/ML / phenylephrine hydrochloride 2.4 MG/ML Oral Solution [Maxi-Tuss HC],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1012080,prednisolone acetate 2.5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension,SCD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01AB04|S01BA04|S01CB02|S03BA02,,
1012023,prednisolone sodium phosphate 2.5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Sulster],SBD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01AB04|S01BA04|S01CB02|S03BA02,,
1014197,chloroxylenol 1 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution [Oticin],SBD,D08AE05,D04AB07|D08AE05,,
1039483,ethanol 0.6 ML/ML Topical Solution,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1039625,salicylic acid 20 MG/ML Medicated Pad [Noxzema Clean],SBD,D01AE12|N02BA04,D01AE12,,
1046929,atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Hyosophen],SBD,A03BA03|N03AA02,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,,
1047791,"hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Phosphasal]",SBD,A03BA03|G04BX12|J01XX05,G04BX12,,
1053772,nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream [Tri-Statin],SBD,A01AB11|A01AC01|A07AA02|D01AA01|H02AB08|R01AD11,C05AA12|D01AA01|D07AB09|D07XB02,,
244486,betamethasone 0.25 MG/ML Topical Cream,SCD,D07AC01|H02AB01|S01BA06|S03BA03,C05AA05|D07AC01|D07XC01,,
244549,benzocaine 60 MG/ML Topical Cream,SCD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,,
246504,netilmicin 10 MG/ML Injectable Solution,SCD,J01GB07|S01AA23,J01GB07,,
260309,hydrocortisone 10 MG/ML Rectal Cream [Preparation H Hydrocortisone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A07EA02,,
260311,hydrocortisone 10 MG/ML Rectal Cream [Proctocort],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A07EA02|C05AA01,,
282561,methoxsalen 0.02 MG/ML Injectable Solution,SCD,D05AD02|D05BA02,D05BA02,,
1655041,chlorhexidine gluconate 20 MG/ML Medicated Liquid Soap [Scrub-Stat],SBD,A01AB03|D08AC02|R02AA05,D08AC02,,
1234396,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Pramosone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,,
1234506,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,,
1000558,fluorometholone 1 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension [FML-S],SBD,D10AB02|S01BA07,S01AB04|S01BA07|S01CB05,,
1000726,sulfacetamide sodium 100 MG/ML / sulfur 10 MG/ML Medicated Liquid Soap [Rosac],SBD,D10AB02,D10AB02|D10AF06,,
1010234,sulfacetamide sodium 80 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap,SCD,D10AB02,D10AF06,,
1012017,prednisolone acetate 2 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Suspension [Blephamide],SBD,A07EA01|D10AB02|H02AB06|S01BA04|S03BA02,S01AB04|S01BA04|S01CB02|S03BA02,,
1037328,hydrocortisone acetate 50 MG/ML Injectable Suspension,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A01AC03|A07EA02|C05AA01|H02AB09,,
1043488,povidone-iodine 50 MG/ML Medicated Pad,SCD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02,,
1045344,benzocaine 0.2 MG/MG / menthol 0.0025 MG/MG Oral Paste,SCD,C05AD03|D04AB04|R02AD01,C05AD03|N01BA05,,
244095,glucose 25 MG/ML / sodium chloride 0.0769 MEQ/ML Injectable Solution,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,A12CA01|B05CB01|B05XA03|V06DC01,,
1047761,hydrocortisone 10 MG/ML Topical Lotion [Theracort],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1046810,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Capsule [Donnatal],SBD,A03BA03|N03AA02,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,,
1012609,ferrous sulfate 10 MG/ML Oral Suspension [MyKidz Iron],SBD,B03AA01|B03AA07,B03AA07,,
1053368,Benzocaine 200 MG/ML / Petrolatum 744 MG/ML Topical Cream [Orajel Cold Sore],SBD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,,
1996082,100 ML glucose 500 MG/ML Injection,SCD,B05BA03|V06DC01,B05CX01|V04CA02|V06DC01,,
2043303,eucalyptol 0.92 MG/ML / menthol 0.42 MG/ML / methyl salicylate 0.6 MG/ML / thymol 0.64 MG/ML Mouthwash [Listerine Ultraclean],SBD,R05CA13,A01AB,,
207390,50 ML penicillin G potassium 20000 UNT/ML Injection,SCD,J01CE08|J01CE09,J01CE01,,
313627,ascorbic acid 100 MG / ferrous fumarate 600 MG / vitamin B12 0.025 MG Oral Tablet,SCD,A11GA01|B03BA01,A11GA01|B03AA02|B03BA01,,
351875,72 HR scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop],SBD,A04AD01,N05CM05,,
359450,dimethicone 45 MG/ML Topical Cream,SCD,P03AX05,D02AA,,
801923,magnesium chloride 0.3 MG/ML / potassium chloride 0.37 MG/ML / sodium acetate 2.22 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Irrigation Solution,SCD,B05XA08,B05XA08|V07AB,,
830205,clindamycin 10 MG/ML Medicated Pad [ClindaReach],SBD,D10AF01|J01FF01,D10AF01,,
848178,Augmented betamethasone 0.5 MG/ML Topical Lotion,SCD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
210847,aluminum hydroxide 120 MG/ML / magnesium hydroxide 60 MG/ML Oral Suspension [Maalox],SBD,A02AB01,A02AD01,,
213972,"belladonna extract, USP 16.2 MG / opium 60 MG Rectal Suppository [B & O Supprettes 16-A]",SBD,A07DA02,A07DA02|N02AA02,,
2178275,200 ML ibuprofen 4 MG/ML Injection [Caldolor],SBD,M01AE01|M01AE14|M02AA13,M01AE01,,
2178939,acetaminophen 15 MG/ML / ephedrine hydrochloride 0.9 MG/ML / guaifenesin 2.1 MG/ML Oral Solution,SCD,N02BE01|R05CA03,C01CA26|N02BE01|R03CA02|R05CA03,,
1091941,salicylic acid 10 MG/ML Topical Solution [GM Collin Puracne],SBD,D01AE12|N02BA04,D01AE12,,
857111,acetaminophen 500 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,SCD,N02BE01|R05DA03,N02AJ22,,
403939,guaifenesin 20 MG/ML / phenylephrine tannate 1 MG/ML Oral Suspension,SCD,R05CA03,R01BA03|R05CA03,,
847440,sodium fluoride 0.02 MG/MG Oral Gel [Pediagel],SBD,A01AA01,A01AA01|A12CD01,,
211753,prednisolone 10 MG/ML Ophthalmic Solution [AK-Pred],SBD,S01BA04,S01BA04|S01CB02|S03BA02,,
2117610,50 ML calcium gluconate 20 MG/ML Injection,SCD,A12AA03,B05XA19,,
1094353,phenazopyridine hydrochloride 50 MG / sulfamethizole 250 MG Oral Tablet,SCD,G04BX06,B05CA04|G04BX06|J01EB02,,
1110820,benzocaine 75 MG/ML Mucosal Spray [Finafta Multi Oral],SBD,C05AD03|D04AB04|R02AD01,N01BA05,,
1149666,povidone-iodine 100 MG/ML Medicated Liquid Soap [Betadine],SBD,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,D08AG02|D09AA09|D11AC06,,
1190319,chlophedianol hydrochloride 12.5 MG / chlorcyclizine hydrochloride 9.38 MG / phenylephrine hydrochloride 5 MG Chewable Tablet [Vanacof-PE],SBD,R05DB10|R06AE04,R01BA03|R05DB10|R06AE04,,
562844,sulfacetamide sodium 0.1 MG/MG / sulfur 0.05 MG/MG Topical Gel,SCD,D10AB02,D10AB02|D10AF06,,
860036,hydrocodone bitartrate 0.332 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 1.67 MG/ML Oral Solution [Trimal DH],SBD,R05DA03,R01BA03|R05DA03|R06AC01,,
1006687,sulfacetamide sodium 100 MG/ML Topical Foam [Ovace],SBD,D10AB02,D10AB02|D10AF06,,
1013073,lidocaine hydrochloride 20 MG/ML / oxytetracycline 50 MG/ML Injectable Solution [Terramycin IM],SBD,D04AB01|J01AA06|N01BB02|R02AD02,A01AB25|C01BB01|C05AD01|J01AA06|N01BB02,,
1037039,ethanol 0.68 ML/ML Topical Gel,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1044606,sodium chloride 9 MG/ML Nasal Solution [Cleanoz Saline],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,,
239018,20 ML ammonium chloride 5 MEQ/ML Injection,SCD,G04BA01,B05XA04|G04BA01,,
243463,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML Oral Suspension,SCD,A02AB01,A02AD01,,
1723991,lidocaine hydrochloride 38.8 MG/ML Topical Cream,SCD,D04AB01|N01BB02|R02AD02,D04AB01,,
857853,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Atuss HD],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1039708,ethanol 0.67 ML/ML Topical Gel,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1046487,salicylic acid 5 MG/ML Topical Spray,SCD,D01AE12|N02BA04,D01AE12,,
1046972,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Chardonna],SBD,A03BA03|N03AA02,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,,
1053417,Salicylic Acid 10 MG/ML Topical Cream [Proactiv Cleansing],SBD,D01AE12|N02BA04,D01AE12,,
245647,benzocaine 100 MG/ML Topical Solution,SCD,C05AD03|D04AB04|R02AD01,D04AB04,,
283270,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 150 MG/ML Topical Cream,SCD,N01BX04,M02AC|N01BX04,,
1739211,triamcinolone acetonide 6 MG/ML Injectable Suspension [Vetalog],SBD,A01AC01|H02AB08|R01AD11,A01AC01|C05AA12|H02AB08|R03BA06,,
260269,benzocaine 0.05 MG/MG Topical Gel,SCD,C05AD03|D04AB04|R02AD01,C05AD03|D04AB04,,
1190450,12 HR diphenhydramine hydrochloride 100 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Tekral],SBD,R01BA02,R01BA02|R06AA02,,
1190563,atropine sulfate 0.005 MG/MG Ophthalmic Ointment,SCD,A03BA01|S01FA01,S01FA01,,
1191003,capsaicin 0.00002 MG/MG / menthol 0.004 MG/MG Medicated Patch,SCD,N01BX04,M02AB01|N01BX04,,
579247,Lactobacillus acidophilus 25000000 UNT / pectin 100 MG Oral Tablet,SCD,A07BC01,A07BC01|A07FA51,,
1014639,salicylic acid 0.01 MG/MG Paste,SCD,D01AE12|N02BA04,D01AE12|D02AF,,
1046557,pheniramine maleate 0.8 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML / phenyltoloxamine citrate 0.8 MG/ML / pyrilamine maleate 0.8 MG/ML Oral Solution [Liqui-Histine-D],SBD,R01BA01,R01BA01|R06AB05|R06AC01,,
1665365,benzalkonium chloride 1 MG/ML Medicated Shampoo,SCD,D08AJ01|D08AJ08|R02AA16,D11AC,,
1006107,sulfacetamide sodium 100 MG/ML Medicated Liquid Soap,SCD,D10AB02,D10AF06,IMPROVED,D10AF06
283411,dimethicone 0.02 MG/MG Topical Ointment,SCD,P03AX05,D02AA,,
310152,erythromycin 0.02 MG/MG Topical Gel,SCD,J01FA01,D10AF02,,
848956,ciprofloxacin 2 MG/ML Otic Solution,SCD,J01MA02,S02AA15,,
1101850,phenol 5 MG/ML Mucosal Spray [Chloraseptic Spray],SBD,D08AE03,N01BX03,,
1115754,triclosan 3.75 MG/ML Medicated Liquid Soap,SCD,D08AE04,D08AE04|D09AA06,,
1117116,biotin 0.6 MG/ML / niacinamide 3 MG/ML / panthenol 5 MG/ML / zinc pyrithione 21 MG/ML Medicated Shampoo,SCD,A11HA01|A11HA05|D11AX12,D11AX12,,
1120017,hydrogen peroxide 10 MG/ML Topical Solution [Oxycide],SBD,A01AB02|D08AX01,D08AX01|D11AX25,,
1235477,benzocaine 15 MG / menthol 3.6 MG Oral Lozenge [Cepacol Sore Throat Pain Relief],SBD,C05AD03|D04AB04|R02AD01,R02AD01,IMPROVED,R02AD01
212381,aminosalicylic acid 4000 MG Oral Granules [Paser D/R],SBD,J04AA01|J04AA02,J04AA01,,
2167855,histamine dihydrochloride 0.3 MG/ML Topical Cream,SCD,V04CG03,M02AX,,
543879,acetic acid 0.009 MG/MG / oxyquinoline sulfate 0.00025 MG/MG Vaginal Gel [Relagard],SBD,G01AD02|S02AA10,G01AC30,,
544553,citric acid 128 MG/ML / sodium citrate 98 MG/ML Oral Solution [Oracit],SBD,A09AB04|B05CB02,G04BC,,
577231,menthol / zinc oxide Topical Powder,SCDF,C05AX04,D02AB,,
582205,benzethonium chloride 1.3 MG/ML Topical Spray,SCD,D08AJ08|R02AA09,D08AJ08,,
1012231,sulfabenzamide 184 MG / sulfacetamide sodium 144 MG / sulfathiazole 172 MG Vaginal Insert [Sultrin Triple Sulfa],SBD,D10AB02,D06BA02,,
1085781,triamcinolone acetonide 0.25 MG/ML Topical Cream [Triacet],SBD,A01AC01|H02AB08|R01AD11,C05AA12|D07AB09|D07XB02,,
243471,aluminum hydroxide 162 MG / magnesium trisilicate 250 MG Oral Tablet,SCD,A02AB01,A02AB01|A02AB02,,
252551,triclosan 0.001 MG/MG Medicated Bar Soap,SCD,D08AE04,D08AE04|D09AA06,,
1190850,atropine sulfate 0.039 MG/ML / phenobarbital 3 MG/ML Oral Solution,SCD,N03AA02,A03BA01|N03AA02,,
859383,guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution,SCD,R05CA03|R05DA03,R05FA02,,
1657985,"heparin sodium, porcine 10000 UNT/ML Cartridge",SCD,B01AB01,B01AB01|C05BA03,,
244526,salicylic acid 30 MG/ML Topical Lotion,SCD,D01AE12|N02BA04,D01AE12,,
1744003,emtricitabine 100 MG / tenofovir disoproxil fumarate 150 MG Oral Tablet [Truvada],SBD,J05AF07|J05AF09,J05AR03,,
1789542,cholecalciferol 0.01 MG / tricalcium phosphate 658 MG Chewable Tablet [Caltrate Gummy Bites],SBD,A11CC05,A11CC05|A12AX,,
1795171,1000 ML glucose 50 MG/ML / sodium chloride 3.3 MG/ML Injection,SCD,A12CA01|B05BA03|B05BB01|B05CB01|B05XA03|S01XA03|V06DC01,B05BB01,,
1797915,triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray [Nasacort],SBD,A01AC01|H02AB08|R01AD11,R01AD11,,
1797937,triamcinolone acetonide 0.05 MG/ACTUAT Metered Dose Nasal Spray [Tri-Nasal],SBD,A01AC01|H02AB08|R01AD11,R01AD11,,
1805714,triamcinolone acetonide 0.15 MG/ML Topical Spray [Genesis],SBD,A01AC01|H02AB08|R01AD11,C05AA12|D07AB09|D07XB02,,
1807639,1000 ML sodium chloride 9 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,,
1807638,20 ML sodium chloride 9 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,,
1812737,benzalkonium chloride 3 MG/ML Medicated Pad,SCD,D08AJ01|D08AJ08|R02AA16,D09AA11,,
1865706,zinc sulfate 5 MG/ML Injection,SCD,A12CB01,A12CB01|B05XA18,,
1876116,chlorhexidine gluconate 20 MG/ML / miconazole nitrate 20 MG/ML / salicyloyl phytosphingosine 0.5 MG/ML Medicated Shampoo,SCD,A01AB03|A01AB09|D01AC02|D08AC02|G01AF04|R02AA05,D01AC02|D08AC02|D09AA12,,
1293727,hydrocortisone acetate 0.02 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Gel,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,,
1305757,{7 (ethinyl estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Marzia 28-Day],BPCK,G03CA01,G03AA11,,
1356495,benzocaine 50 MG/ML / phenol 13.5 MG/ML Topical Solution,SCD,C05AD03|D04AB04|D08AE03|R02AD01,C05AD03|C05BB05|D04AB04|D08AE03,,
1356803,capsaicin 0.00035 MG/MG / lidocaine hydrochloride 0.005 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,SCD,D04AB01|N01BB02|N01BX04|R02AD02,M02AC,,
1356802,brompheniramine maleate 4 MG / codeine phosphate 10 MG Oral Tablet [BroveX CB],SBD,R05DA04|R06AB01,R05DA04,,
1356841,brompheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R06AB01,R01BA53|R06AB01,,
1362958,"heparin sodium, porcine 8.3 UNT/ML Injectable Solution",SCD,B01AB01,B01AB01|C05BA03,,
1363382,aluminum magnesium silicate 125 MG / calcium carbonate 200 MG / sodium bicarbonate 200 MG Chewable Tablet,SCD,A02AD05,A02AC01|A02AD05,,
1372312,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,SCD,N02BE01|R06AB04,N02BE51,BOTH_WRONG,N02BE51
1376059,dexamethasone sodium phosphate 0.0005 MG/MG Ophthalmic Ointment [Decadron],SBD,H02AB02|S01BA01,S01BA01|S01CB01|S03BA01,,
1422064,chlorhexidine gluconate 40 MG/ML Medicated Shampoo [Vital-Chlor],SBD,A01AB03|D08AC02|R02AA05,D08AC02|D09AA12,,
1425448,hydrogen peroxide 8.5 MG/ML Topical Solution,SCD,A01AB02|D08AX01,D08AX01|D11AX25,,
1425446,hydrogen peroxide 5 MG/ML Topical Solution [HP 502],SBD,A01AB02|D08AX01,D08AX01|D11AX25,,
1437678,hydrogen peroxide 5 MG/ML Topical Solution [Oxycide],SBD,A01AB02|D08AX01,D08AX01|D11AX25,,
1494214,petrolatum 0.57 MG/MG / zinc oxide 0.17 MG/MG Paste,SCD,C05AX04,D02AB,,
1539545,acetaminophen 80 MG / phenylephrine hydrochloride 2.5 MG Chewable Tablet,SCD,N02BE01,R01BA03,,
1549312,miconazole nitrate 0.02 MG/MG Powder Spray [Ting AF],SBD,A01AB09|D01AC02|G01AF04,D01AC02,,
1599815,chlorhexidine gluconate 20 MG/ML / lidocaine hydrochloride 20 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Spray,SCD,A01AB03|D04AB01|D08AC02|N01BB02|R02AA05|R02AD02,C05AD01|C05AD07|D04AB01|D04AB07|D08AC02|D09AA12|N01BB02,,
1797059,zinc oxide 0.4 MG/MG Paste [Desitin],SBD,C05AX04,D02AB,,
197429,aspirin 650 MG / butalbital 50 MG Oral Tablet,SCD,B01AC06|N02BA01|N02BA51,N02BA01,,
1247441,benzocaine 200 MG/ML / resorcinol 30 MG/ML Vaginal Cream [Vagisil Original Formula],SBD,C05AD03|D04AB04|R02AD01,D04AB04,,
1293717,diphenhydramine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Cream [Benadryl Itch Stopping],SBD,A16AX05,D04AA32,,
1293905,menthol 5 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,SCD,C05AD07|D04AB07,D04AB07,,
1300074,chlorhexidine gluconate 40 MG/ML Topical Spray,SCD,A01AB03|D08AC02|R02AA05,D08AC02|D09AA12,,
1309346,dimethicone 31 MG/ML Topical Cream,SCD,P03AX05,D02AA,,
1436083,lidocaine 50 MG/ML Rectal Cream [Lidum],SBD,D04AB01|N01BB02|R02AD02,C05AD01,,
1439915,salicylic acid 0.4 MG/MG Medicated Patch [Verrustat],SBD,D01AE12|N02BA04,D01AE12,,
1485215,benzocaine 100 MG/ML / camphor 30 MG/ML / phenol 13.5 MG/ML Topical Solution [Stingeze Max],SBD,C05AD03|D04AB04|D08AE03|R02AD01,C05AD03|C05BB05|D04AB04|D08AE03,,
1487376,salicylic acid 285 MG/ML Topical Solution [Ultrasal],SBD,D01AE12|N02BA04,D01AE12|D11AF,,
1549403,benzocaine 15 MG/ML / chloroxylenol 1 MG/ML / hydrocortisone acetate 10 MG/ML Otic Suspension [TriOxin],SBD,D08AE05,S02BA01,,
1358750,methylprednisolone acetate 2.5 MG/ML / neomycin 3.5 MG/ML Topical Cream,SCD,A07AA01|D06AX04|H02AB04|S01AA03,D06AX04|D07AA01|D07AC14|D10AA02,,
1795478,glucose 100 MG/ML Injection,SCD,B05BA03,B05BA03|B05CX01|V04CA02|V06DC01,,
197362,ammonium lactate 120 MG/ML Topical Lotion,SCD,G01AD01,D02AX,,
1305810,citric acid 12000 MG / magnesium oxide 3500 MG / picosulfate sodium 10 MG Powder for Oral Solution [Prepopik],SBD,A09AB04,A02AA02|A06AB08|A06AD02|A09AB04|A12CC10,,
1307862,dimethicone 16 MG/ML Topical Cream,SCD,P03AX05,D02AA,,
1438107,calcium carbonate 1000 MG / magnesium hydroxide 200 MG Chewable Tablet [Rolaids Reformulated Aug 2006],SBD,A02AA04|A12AA04,A02AA04|A02AC01,,
