rxcui,drug_name,tty,production,prev_final,new_final,fix_source,confidence,changed_this_pass
1359126,estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet,SCD,G03CA03|G03CA53,G03FA01,G03FA01,llm-KEEP_CURRENT,HIGH,no
1360059,lidocaine hydrochloride 20 MG/ML Prefilled Syringe,SCD,D04AB01|N01BB02|R02AD02,C01BB01|C05AD01|N01BB02,N01BB02,llm-OTHER,MED,YES
1363751,phenylephrine tannate 10 MG / pyrilamine tannate 16 MG Chewable Tablet [Deconsal CT],SBD,R01AA04|S01FB01|S01XA20,R01BA03|R06AC01,R01BA03|R06AC01,llm-KEEP_CURRENT,HIGH,no
1363779,phenylephrine hydrochloride 10 MG Chewable Tablet [Ah-Chew D],SBD,R01AA04|S01FB01|S01XA20,R01BA03,R01BA03,llm-KEEP_CURRENT,HIGH,no
1367316,dextromethorphan hydrobromide 25 MG / guaifenesin 550 MG / phenylephrine hydrochloride 20 MG Oral Tablet,SCD,R05CA03|R05DA09,R05CA03|R05DA09,R05CA03|R05DA09,unchanged,n/a,no
1369397,chlophedianol hydrochloride 2.5 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,SCD,R01BA02|R05CA03|R05DB10,R01BA02|R05CA03|R05DB10,R01BA02|R05CA03|R05DB10,unchanged,n/a,no
1369753,12 HR loratadine 5 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet [Allerclear],SBD,R01BA02|R06AX13,R01BA02,R01BA02,atcprod-confirmed,HIGH,no
1370292,{1 (118 ML) (benzoyl peroxide 25 MG/ML Medicated Liquid Soap) / 1 (118 ML) (benzoyl peroxide 25 MG/ML Topical Lotion) } Pack,GPCK,D10AE01,D10AE01,D10AE01,unchanged,n/a,no
1423423,vitamin B12 1 MG/ML Oral Solution,SCD,B03BA01,B03BA01,B03BA01,unchanged,n/a,no
1424673,brompheniramine maleate 4 MG / guaifenesin 300 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Capsule,SCD,R01BA02|R05CA03|R06AB01,R01BA02|R05CA03|R06AB01,R01BA02|R05CA03|R06AB01,unchanged,n/a,no
1424666,chlorpheniramine maleate 6 MG / pseudoephedrine hydrochloride 60 MG Oral Capsule,SCD,R01BA02|R06AB04,R01BA02|R06AB04,R01BA02|R06AB04,unchanged,n/a,no
1425498,hydrogen peroxide 10 MG/ML Topical Solution [IO-SANS 110],SBD,A01AB02|D08AX01,D08AX01|D11AX25,D08AX01|D11AX25,llm-KEEP_CURRENT,HIGH,no
1487528,30 ACTUAT umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Anoro],SBD,R03AL03,R03AL03,R03AL03,unchanged,n/a,no
1490656,diphenhydramine hydrochloride 25 MG Oral Capsule [ZZZTime],SBD,D04AA32|R06AA02,R06AA02,R06AA02,llm-KEEP_CURRENT,HIGH,no
151228,topiramate 100 MG Oral Tablet [Topamax],SBD,N03AX11,N03AX11,N03AX11,unchanged,n/a,no
152997,potassium chloride Injectable Solution,SCDF,A12BA01|B05XA01,A12BA01,A12BA01,atcprod-confirmed,HIGH,no
153734,tizanidine 2 MG Oral Tablet [Zanaflex],SBD,M03BX02,M03BX02,M03BX02,unchanged,n/a,no
1549539,betamethasone 1 MG/ML / gentamicin 3 MG/ML Otic Solution [GentaVed],SBD,D06AX07|D07AC01|H02AB01|S01BA06|S03AA06|S03BA03,S02AA14|S02BA07|S03AA06|S03BA03,S03CA06,llm-OTHER,HIGH,YES
1594942,zinc pyrithione 6 MG/ML Medicated Shampoo,SCD,D11AX12,D11AX12,D11AX12,unchanged,n/a,no
1603292,guaifenesin 380 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Deconex],SBD,R05CA03,R05CA03,R05CA03,unchanged,n/a,no
1603470,benzalkonium chloride 8.9 MG/ML Medicated Liquid Soap,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01,D08AJ01,atcprod-confirmed,HIGH,no
1603501,72 HR fentanyl 0.0875 MG/HR Transdermal System,SCD,N02AB03,N02AB03,N02AB03,unchanged,n/a,no
1607790,deferasirox 180 MG Oral Tablet [Jadenu],SBD,V03AC03,V03AC03,V03AC03,unchanged,n/a,no
1653139,choline salicylate 29 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML / phenylephrine hydrochloride 0.33 MG/ML Oral Solution,SCD,D04AA32|N02BA03|R01AA04|R06AA02|S01FB01|S01XA20,N02BA03|R01BA03|R06AA02,N02BA03|R01BA03|R06AA02,llm-KEEP_CURRENT,MED,no
1248120,docusate sodium 100 MG / phenolphthalein 65 MG Oral Capsule,SCD,A06AB04,A06AA02|A06AB04,A06AA02|A06AB04,llm-KEEP_CURRENT,HIGH,no
1541221,{20 (methotrexate 2.5 MG Oral Tablet [Rheumatrex]) } Pack [Rheumatrex Dose Pack 20],BPCK,L04AX03,L04AX03,L04AX03,unchanged,n/a,no
1797883,azelastine hydrochloride 0.206 MG/ACTUAT Metered Dose Nasal Spray,SCD,S01GX07,R01AC03,R01AC03,atcprod-confirmed,HIGH,no
1804762,agalsidase beta 5 MG Injection [Fabrazyme],SBD,A16AB04,A16AB04,A16AB04,unchanged,n/a,no
1807630,25 ML sodium chloride 9 MG/ML Injection,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05XA03,B05XA03,atcprod-confirmed,HIGH,no
1918205,60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo],SBD,R03AK06,R03AK06,R03AK06,unchanged,n/a,no
1944382,24 HR amantadine 68.5 MG Extended Release Oral Capsule [Gocovri],SBD,N04BB01,N04BB01,N04BB01,unchanged,n/a,no
197450,cefixime 200 MG Oral Tablet,SCD,J01DD08,J01DD08,J01DD08,unchanged,n/a,no
1943345,spironolactone 5 MG/ML Oral Suspension [Carospir],SBD,C03DA01,C03DA01,C03DA01,unchanged,n/a,no
1242114,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Diabetic Tussin DM],SBD,R05FB02,R05FB02,R05FB02,unchanged,n/a,no
1242618,acetaminophen 250 MG / doxylamine succinate 25 MG / salicylamide 150 MG Oral Tablet,SCD,N02BA05|N02BE01|R06AA09,N02BE01,N02BE01,atcprod-confirmed,HIGH,no
1242785,sodium chloride 0.642 MEQ/ML Oral Spray [Aqua Maris],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A12CA01|B05CB01,A12CA01,llm-OTHER,LOW,YES
1251401,dextromethorphan hydrobromide 14 MG / guaifenesin 288 MG / phenylephrine hydrochloride 7 MG Oral Capsule,SCD,R05CA03|R05DA09,R05CA03|R05DA09,R05CA03|R05DA09,unchanged,n/a,no
1251791,butabarbital sodium 30 MG Oral Capsule,SCD,N05CA03,N05CA03,N05CA03,unchanged,n/a,no
1291711,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,SCD,N02BE01|R01BA02,N02BE01|R01BA02|R06AA02,N02BE01|R01BA02|R06AA02,llm-KEEP_CURRENT,MED,no
1298120,flurazepam hydrochloride 15 MG Oral Capsule [Dalmane],SBD,N05CD01,N05CD01,N05CD01,unchanged,n/a,no
1298147,glucose 0.4 MG/MG Oral Gel [Glucoburst],SBD,V06DC01,V06DC01,V06DC01,unchanged,n/a,no
1298924,molindone hydrochloride 50 MG Oral Tablet [Moban],SBD,N05AE02,N05AE02,N05AE02,unchanged,n/a,no
1298922,molindone hydrochloride 50 MG Oral Tablet,SCD,N05AE02,N05AE02,N05AE02,unchanged,n/a,no
1299040,ibuprofen 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet [Motrin IB Sinus],SBD,M01AE51|R01BA02,M01AE51|R01BA02,M01AE51|R01BA02,unchanged,n/a,no
1299973,tiagabine hydrochloride 2 MG Oral Tablet [Gabitril],SBD,N03AG06,N03AG06,N03AG06,unchanged,n/a,no
1300370,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inactivated 5 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Boostrix]",SBD,J07AF01|J07AM01,J07AJ52,J07AJ52,llm-KEEP_CURRENT,HIGH,no
1307242,guaifenesin 800 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,SCD,R01BA02|R05CA03,R01BA02|R05CA03,R01BA02|R05CA03,unchanged,n/a,no
1356806,brompheniramine maleate 4 MG / codeine phosphate 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Brovex PBC],SBD,R05DA04|R06AB01,R05DA04,R05DA04,atcprod-confirmed,HIGH,no
1356834,12 HR brompheniramine maleate 9 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Capsule [Brovex PSE],SBD,R01BA02|R06AB01,R01BA02|R06AB01,R01BA02|R06AB01,unchanged,n/a,no
1356817,brompheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet [Brovex PB],SBD,R06AB01,R06AB01,R06AB01,unchanged,n/a,no
1357873,phenylephrine hydrochloride 1.56 MG/ML Oral Solution [Dimetapp Cold Drops],SBD,R01AA04|S01FB01|S01XA20,R01BA03,R01BA03,llm-KEEP_CURRENT,HIGH,no
1357894,12 HR chlorpheniramine maleate 8 MG / dextromethorphan hydrobromide 30 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,SCD,R05DA09|R06AB04,R05DA09|R06AB04,R05DA09|R06AB04,unchanged,n/a,no
1358772,brompheniramine maleate 0.4 MG/ML Oral Solution [Vazol],SBD,R06AB01,R06AB01,R06AB01,unchanged,n/a,no
1361205,lidocaine hydrochloride 0.007 MG/MG / menthol 0.002 MG/MG Topical Gel,SCD,D04AB01|N01BB02|R02AD02,D04AB01,D04AB01,atcprod-confirmed,HIGH,no
1361577,"10 ML heparin sodium, porcine 2500 UNT/ML Injection",SCD,B01AB01,B01AB01|C05BA03,B01AB01,llm-OTHER,HIGH,YES
1363238,guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet [Wal-Phed PE Non-Drying Sinus],SBD,R05CA03,R05CA03,R05CA03,unchanged,n/a,no
1363749,phenylephrine tannate 10 MG / pyrilamine tannate 16 MG Chewable Tablet,SCD,R01AA04|S01FB01|S01XA20,R01BA03|R06AC01,R01BA03|R06AC01,llm-KEEP_CURRENT,HIGH,no
1367108,iodine 10 MG/ML Topical Solution [Softkote],SBD,D08AG03,D08AG03,D08AG03,unchanged,n/a,no
1368416,alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet [Oseni],SBD,A10BD09,A10BD09,A10BD09,unchanged,n/a,no
1369910,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension,SCD,N02BE01|R01BA02|R06AB04,N02BE01|R01BA02|R06AB04,N02BE01|R01BA02|R06AB04,unchanged,n/a,no
1370473,dextromethorphan hydrobromide 30 MG / guaifenesin 600 MG Extended Release Oral Tablet [Muco-Fen DM],SBD,R05FB02,R05FB02,R05FB02,unchanged,n/a,no
1373136,lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch [Lenzapatch],SBD,D04AB01|N01BB02|R02AD02,D04AB01,D04AB01,atcprod-confirmed,HIGH,no
1374851,benzalkonium chloride 1.3 MG/ML / camphor 30 MG/ML Topical Cream,SCD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D08AJ08,D08AJ01,llm-OTHER,MED,YES
1375978,capsaicin 0.0025 MG/MG / menthol 0.01 MG/MG / methyl salicylate 0.28 MG/MG Topical Gel,SCD,N01BX04,M02AB01,M02AB01,llm-KEEP_CURRENT,HIGH,no
141952,carbamazepine 400 MG Oral Tablet,SCD,N03AF01,N03AF01,N03AF01,unchanged,n/a,no
1423313,potassium gluconate 2 MEQ Oral Tablet [RenaKare],SBD,A12BA05,A12BA05,A12BA05,unchanged,n/a,no
1425970,guaifenesin 600 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet [Aquatab D Reformulated Nov 2006],SBD,R01BA02|R05CA03,R01BA02|R05CA03,R01BA02|R05CA03,unchanged,n/a,no
1426606,salicylic acid 0.01 MG/MG Topical Gel [Pore Rescue],SBD,D01AE12|N02BA04,D01AE12,D01AE12,llm-OTHER,HIGH,no
1432525,penicillin G benzathine 150000 UNT/ML / penicillin G procaine 150000 UNT/ML Injectable Suspension [Bactracillin G Benzathine],SBD,J01CE08|J01CE09,J01CE01|J01CE08|J01CE09,J01CE01|J01CE08|J01CE09,llm-KEEP_CURRENT,MED,no
1438136,10 ML penicillin G procaine 10000 UNT/ML Prefilled Syringe [Masti-clear],SBD,J01CE08|J01CE09,J01CE09,J01CE09,llm-KEEP_CURRENT,HIGH,no
197639,dyphylline 200 MG / guaifenesin 200 MG Oral Tablet,SCD,R03DA01|R05CA03,R03DA01,R03DA01,atcprod-confirmed,HIGH,no
197702,flucytosine 250 MG Oral Capsule,SCD,D01AE21|J02AX01,J02AX01,J02AX01,atcprod-confirmed,HIGH,no
197957,methyldopa 50 MG/ML Oral Suspension,SCD,C02AB01,C02AB01,C02AB01,unchanged,n/a,no
198203,isoniazid 150 MG / rifampin 300 MG Oral Capsule,SCD,J04AB02|J04AC01,J04AM02,J04AM02,atcprod-confirmed,HIGH,no
1441418,0.4 ML methotrexate 50 MG/ML Auto-Injector [Otrexup],SBD,L04AX03,L04AX03,L04AX03,unchanged,n/a,no
1442155,benzocaine 50 MG/ML / camphor 30 MG/ML / phenol 13.5 MG/ML Topical Solution [Off! Explore],SBD,C05AD03|D04AB04|D08AE03|R02AD01,C05AD03|C05BB05|D04AB04|D08AE03,D04AB04|D08AE03,llm-OTHER,HIGH,YES
1488045,tretinoin 0.0008 MG/MG Topical Gel,SCD,D10AD01|L01XX14,D10AD01,D10AD01,atcprod-confirmed,HIGH,no
1491722,hydrocortisone 0.01 MG/MG Rectal Ointment [Hemorrodil Plus],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01,C05AA01,atcprod-confirmed,HIGH,no
1494972,evening primrose oil 500 MG / gamma-linolenate 45 MG Oral Capsule,SCD,D11AX02,D11AX02,D11AX02,unchanged,n/a,no
152955,ropinirole 5 MG Oral Tablet [Requip],SBD,N04BC04,N04BC04,N04BC04,unchanged,n/a,no
153666,irbesartan 150 MG Oral Tablet [Avapro],SBD,C09CA04,C09CA04,C09CA04,unchanged,n/a,no
1540663,allantoin 0.02 MG/MG / lidocaine 0.04 MG/MG / petrolatum 0.3 MG/MG Medicated Patch,SCD,D04AB01|N01BB02|R02AD02,C01BB01|C05AD01|D04AB01,D04AB01,llm-OTHER,HIGH,YES
1549618,chloroxylenol 2 MG/ML Medicated Liquid Soap [Dermakleen],SBD,D08AE05,D08AE05,D08AE05,unchanged,n/a,no
1598268,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector [Saxenda],SBD,A10BJ02,A10BJ02,A10BJ02,unchanged,n/a,no
1600923,pramoxine hydrochloride 10 MG/ML / zinc acetate 1.2 MG/ML Topical Spray [Ivarest Poison Ivy Itch Spray],SBD,A16AX05,A16AX05,A16AX05,unchanged,n/a,no
1602019,glycerin 200 MG/ML / lidocaine 43 MG/ML Medicated Pad [Recticare Wipes],SBD,A06AX01|D04AB01|N01BB02|R02AD02,C05AD01,C05AD01,atcprod-confirmed,HIGH,no
1605773,ketamine 100 MG/ML Injectable Solution [Vetaket],SBD,N01AX03,N01AX03,N01AX03,unchanged,n/a,no
1294541,sibutramine hydrochloride 10 MG Oral Capsule,SCD,A08AA10,A08AA10,A08AA10,unchanged,n/a,no
1373322,benzocaine 50 MG/ML Topical Lotion,SCD,C05AD03|D04AB04|R02AD01,D04AB04,D04AB04,llm-KEEP_CURRENT,HIGH,no
1425118,trametinib 2 MG Oral Tablet [Mekinist],SBD,L01XE25,L01EE01,L01EE01,atcprod-confirmed,HIGH,no
1426579,guaifenesin 380 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,SCD,R01BA02|R05CA03,R05CA03,R05CA03,atcprod-confirmed,HIGH,no
198103,pimozide 2 MG Oral Tablet,SCD,N05AG02,N05AG02,N05AG02,unchanged,n/a,no
1741421,"250 ML albumin human, USP 50 MG/ML Injection [Albutein]",SBD,B05AA01,B05AA01,B05AA01,unchanged,n/a,no
1790210,1 ML doxercalciferol 0.002 MG/ML Injection [Hectorol],SBD,H05BX03,H05BX03,H05BX03,unchanged,n/a,no
1791229,5 ML diltiazem hydrochloride 5 MG/ML Injection,SCD,C08DB01,C08DB01,C08DB01,unchanged,n/a,no
1791497,idarubicin hydrochloride 1 MG/ML Injection [Idamycin],SBD,L01DB06,L01DB06,L01DB06,unchanged,n/a,no
1791404,250 ML mannitol 200 MG/ML Injection [Osmitrol],SBD,A06AD16,B05BC01,B05BC01,atcprod-confirmed,HIGH,no
1791560,Abuse-Deterrent 12 HR oxycodone 13.5 MG Extended Release Oral Capsule [Xtampza],SBD,N02AA05,N02AA05,N02AA05,unchanged,n/a,no
1796087,lidocaine hydrochloride 40 MG/ML Topical Lotion,SCD,D04AB01|N01BB02|R02AD02,D04AB01,D04AB01,atcprod-confirmed,HIGH,no
1809204,butorphanol tartrate 2 MG/ML Injectable Solution [Torbugesic],SBD,N02AF01,N02AF01,N02AF01,unchanged,n/a,no
1809479,"200 ML immunoglobulin G, human 100 MG/ML Injection [Flebogamma]",SBD,J06BA01,J06BA01,J06BA01,unchanged,n/a,no
1923049,levothyroxine sodium 0.175 MG Oral Capsule [Tirosint],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
1923484,10 ML sodium bicarbonate 84 MG/ML Injection,SCD,B05CB04|B05XA02,B05XA02,B05XA02,atcprod-confirmed,HIGH,no
1245096,zinc pyrithione 1 MG/ML Medicated Shampoo,SCD,D11AX12,D11AX12,D11AX12,unchanged,n/a,no
1250560,undecylenic acid 0.1 MG/MG Topical Ointment,SCD,D01AE04,D01AE04,D01AE04,unchanged,n/a,no
1251903,ethacrynic acid 25 MG Oral Tablet,SCD,C03CC01,C03CC01,C03CC01,unchanged,n/a,no
1291286,melatonin 10 MG Oral Tablet,SCD,N05CH01,N05CH01,N05CH01,unchanged,n/a,no
1291956,acetaminophen 33.4 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,SCD,N02BE01|R01BA02,N02BE01|R01BA02|R06AA02,N02BE01|R01BA02|R06AA02,llm-KEEP_CURRENT,MED,no
1293974,chloroxylenol 1 MG/ML / pramoxine hydrochloride 5 MG/ML / zinc acetate 1 MG/ML Otic Solution,SCD,A16AX05|D08AE05,A16AX05|D08AE05,A16AX05|D08AE05,unchanged,n/a,no
1294602,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,SCD,N02BE01,N02BE01|R06AA02,N02BE01|R06AA02,llm-KEEP_CURRENT,HIGH,no
1300375,tolnaftate 10 MG/ML Topical Solution [Cidacin],SBD,D01AE18,D01AE18,D01AE18,unchanged,n/a,no
1304215,aspirin 500 MG / caffeine 32.5 MG Oral Tablet [Bayer Headache Relief],SBD,N06BC01,N06BC01,N06BC01,unchanged,n/a,no
1314976,benzyl alcohol 0.105 ML/ML / calamine 140 MG/ML / diphenhydramine hydrochloride 20 MG/ML Topical Cream [Ivarest Maximum Strength],SBD,P03AX06,P03AX06,P03AX06,unchanged,n/a,no
1359020,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Microgestin 1/20 21 Day],BPCK,G03AA05,G03AA05,G03AA05,unchanged,n/a,no
1359256,ivermectin 0.272 MG / pyrantel 227 MG Chewable Tablet [PetTrust Plus],SBD,P02CC01,P02CC01|P02CF01,P02CC01|P02CF01,llm-KEEP_CURRENT,HIGH,no
1362072,2 ML sodium hyaluronate 10 MG/ML Prefilled Syringe [Supartz],SBD,M09AX01,M09AX01,M09AX01,unchanged,n/a,no
1363736,dextromethorphan tannate 5 MG/ML / phenylephrine tannate 2.5 MG/ML / pyrilamine tannate 6 MG/ML Oral Suspension,SCD,R05DA09,R05DA09,R05DA09,unchanged,n/a,no
1376450,iodine 10 MG/ML Topical Solution [Barrier-Dyne],SBD,D08AG03,D08AG03,D08AG03,unchanged,n/a,no
1424372,acetaminophen 500 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,SCD,N02BE01|R01BA02,N02BE01|R01BA02,N02BE01|R01BA02,unchanged,n/a,no
1432118,bacitracin 0.5 UNT/ML Topical Cream [Bacitraycin Plus],SBD,D06AX05|J01XX10|R02AB04,D06AX05,D06AX05,llm-KEEP_CURRENT,HIGH,no
1436947,hydrocortisone acetate 19 MG/ML / iodoquinol 10 MG/ML Topical Cream,SCD,G01AC01,D08AH,D07AA02|G01AC01,llm-OTHER,MED,YES
197394,bendroflumethiazide 5 MG Oral Tablet,SCD,C03AA01,C03AA01,C03AA01,unchanged,n/a,no
198008,nadolol 80 MG Oral Tablet,SCD,C07AA12,C07AA12,C07AA12,unchanged,n/a,no
1442405,salicylic acid 0.05 MG/MG Topical Gel [Keralyt 5],SBD,D01AE12|N02BA04,D11AF,D01AE12,llm-OTHER,HIGH,YES
1486532,sodium fluoride 0.5 MG/ML Mouthwash [CTX4 Rinse],SBD,A01AA01,A01AA01|A12CD01,A01AA01,llm-OTHER,HIGH,YES
1535506,{1 (75000 MG) (clotrimazole 0.01 MG/MG Medicated Bar Soap) / 1 (25000 MG) (clotrimazole 0.01 MG/MG Topical Ointment) } Pack,GPCK,D01AC01,A01AB18|D01AC01|G01AF02,D01AC01,llm-OTHER,HIGH,YES
1539544,acetaminophen 80 MG Chewable Tablet [Tactinal],SBD,N02BE01,N02BE01,N02BE01,unchanged,n/a,no
1544645,benzalkonium chloride 0.0013 MG/MG Topical Gel [Omnicide],SBD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D09AA11,D08AJ01,llm-OTHER,MED,YES
1600730,amlodipine 5 MG / perindopril arginine 7 MG Oral Tablet [Prestalia],SBD,C09BB04,C09BB04,C09BB04,unchanged,n/a,no
1606347,metoprolol tartrate 37.5 MG Oral Tablet,SCD,C07AB02,C07AB02,C07AB02,unchanged,n/a,no
1648185,40/60 Release 24 HR methylphenidate hydrochloride 15 MG Extended Release Oral Capsule [Aptensio],SBD,N06BA04,N06BA04,N06BA04,unchanged,n/a,no
1649946,1 ML filgrastim 0.3 MG/ML Injection [Neupogen],SBD,L03AA02,L03AA02,L03AA02,unchanged,n/a,no
260479,Vitamin E 400 UNT Oral Capsule [Alpha E],SBD,A11HA03,A11HA03,A11HA03,unchanged,n/a,no
1041732,triclosan 3.5 MG/ML Medicated Liquid Soap,SCD,D08AE04,D08AE04|D09AA06,D08AE04,llm-OTHER,HIGH,YES
1726333,15 ML irinotecan hydrochloride 20 MG/ML Injection,SCD,L01CE02,L01CE02,L01CE02,unchanged,n/a,no
1727001,5 ML sugammadex 100 MG/ML Injection [Bridion],SBD,V03AB35,V03AB35,V03AB35,unchanged,n/a,no
1734484,20 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin],SBD,N01BB09,N01BB09,N01BB09,unchanged,n/a,no
1739815,24 HR amphetamine 15.7 MG Extended Release Oral Tablet [Adzenys],SBD,N06BA01,N06BA01,N06BA01,unchanged,n/a,no
1790103,doxorubicin hydrochloride 10 MG Injection,SCD,L01DB01,L01DB01,L01DB01,unchanged,n/a,no
1805007,bendamustine hydrochloride 25 MG Injection,SCD,L01AA09,L01AA09,L01AA09,unchanged,n/a,no
1806931,amylase 83900 UNT / lipase 21000 UNT / protease 54700 UNT Delayed Release Oral Capsule [Pancreaze],SBD,A09AA01,A09AA01,A09AA01,unchanged,n/a,no
1809513,"200 ML immunoglobulin G, human 50 MG/ML Injection [Gammaplex]",SBD,J06BA01,J06BA01,J06BA01,unchanged,n/a,no
1810489,0.4 ML granisetron 25 MG/ML Prefilled Syringe [Sustol],SBD,A04AA02,A04AA02,A04AA02,unchanged,n/a,no
1856546,levonorgestrel 0.000729 MG/HR Intrauterine System [Kyleena],SBD,G03AC03,G03AC03,G03AC03,unchanged,n/a,no
1859007,glycerin 2 MG/ML / hypromellose 2 MG/ML / polyethylene glycol 400 10 MG/ML Ophthalmic Solution [Visine Dry Eye Relief],SBD,S01KA02,S01KA02,S01KA02,unchanged,n/a,no
1918044,abiraterone acetate 500 MG Oral Tablet [Zytiga],SBD,L02BX03,L02BX03,L02BX03,unchanged,n/a,no
1923426,sotalol hydrochloride 80 MG Oral Tablet,SCD,C07AA07,C07AA07,C07AA07,unchanged,n/a,no
1925211,1 ML daclizumab 150 MG/ML Auto-Injector [Zinbryta],SBD,L04AC01,L04AC01,L04AC01,unchanged,n/a,no
197597,dicumarol 25 MG Oral Tablet,SCD,B01AA01,B01AA01,B01AA01,unchanged,n/a,no
197746,guanfacine 2 MG Oral Tablet,SCD,C02AC02,C02AC02,C02AC02,unchanged,n/a,no
1236272,capsaicin 0.25 MG/ML Topical Cream [Emu Essentials Pain Relieving Cream],SBD,N01BX04,N01BX04,N01BX04,unchanged,n/a,no
1244514,chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet,SCD,R01BA02|R06AB04,A03BB03|R01BA02|R06AB04,A03BB03|R01BA02|R06AB04,llm-KEEP_CURRENT,MED,no
1244634,betamethasone valerate 1.2 MG/ML Topical Foam,SCD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,D07AC01,atcprod-confirmed,HIGH,no
1293634,benzyl alcohol 0.1 ML/ML / pramoxine hydrochloride 0.01 MG/MG Topical Gel [Itch-X],SBD,P03AX06,D04AB,D04AB07,atcprod-promote-L4toL5,HIGH,YES
1293865,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,SCD,D08AE05,S02CA03,S02CA03,llm-KEEP_CURRENT,HIGH,no
1298073,cyclopentolate hydrochloride 10 MG/ML / phenylephrine hydrochloride 100 MG/ML Ophthalmic Solution,SCD,S01FA04,S01FA04|S01FB01|S01GA05,S01FA04|S01FB01|S01GA05,llm-KEEP_CURRENT,MED,no
1303330,corn starch 250 MG/ML / lanolin 155 MG/ML / zinc oxide 300 MG/ML Topical Cream [Baby Butz],SBD,C05AX04,C05AX04,C05AX04,unchanged,n/a,no
1303363,hydroquinone 20 MG/ML Topical Cream [Porcelana Night Skin Lightening],SBD,D11AX11,D11AX11,D11AX11,unchanged,n/a,no
1305459,12 HR dextromethorphan hydrobromide 30 MG / guaifenesin 600 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,SCD,R01BA02|R05CA03|R05DA09,R01BA02|R05CA03|R05DA09,R01BA02|R05CA03|R05DA09,unchanged,n/a,no
1356502,chloroxylenol 2.5 MG/ML Topical Foam,SCD,D08AE05,D08AE05,D08AE05,unchanged,n/a,no
1360654,famotidine 20 MG Chewable Tablet [Pepcid],SBD,A02BA03,A02BA03,A02BA03,unchanged,n/a,no
141991,ascorbic acid 200 MG Chewable Tablet,SCD,A11GA01,A11GA01,A11GA01,unchanged,n/a,no
1421637,urea 250 MG/ML Topical Foam,SCD,D02AE01,D02AE01,D02AE01,unchanged,n/a,no
